graph_key	row_kind	decision_surface	evidence_layer	applies_to_class	input_or_condition	exact_observation	semantic_status	measurement_label	measurement_method	control	negative_scope	span_start_va	span_end_va	file_off_start	file_off_end	span_sha256	support_spans	site_count	site_list	site_digest	prior_reference	prior_artifact_sha256	prior_claim_digest	source	source_file	source_size	source_sha256	nonclaim	blocker	required_next_evidence	claim_sha256	evidence_key
ARIG-IMG-021	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x0051F3B3	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0051F3B3 resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0051F392	0x0051F408	0x0011E792	0x0011E808	fe94bac38987434ba3a47b31c71d00591db7a246446841a859b3c56540363297	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0011E7B3;call_sha256=b2b8de84901f6f30aebb236b3d93d95fc2df2640441411aa4f2d181e4e845fba;site=0x0051F3B3;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	3ac92d6fc7c1f212749f15097b6e8431196372821cbf2600407c1d7fac884bc2	PF_ATTR_ROLE_DISCRIMINATOR.tsv:RELATION_FALSE_ENEMY_TARGET@999e42753f0aaef474f037f7d3762d84463f0904a7d8795d819a5d506d48a40b	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	b6f7f71d87b6031d151ad7eeea93d8f7931e6615c36f48cc07edfa9198528c27	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	c4f6bb4ebc240166516248c4d55312e8f1985340e4ac578fb3e8c198a97df037	d304a61d34b219ef67ebae9c5ab17657a5b9b4327e1a631d68d8716c9c3b9ebb
ARIG-IMG-022	RELATION_CALLSITE_TARGET_PRESENTATION	relation_callsite_0x0051FBC2	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x0051FBC2 resolves to 0x0043C380	The decoder-validated call is in a bounded target-presentation surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=target_presentation;category_count=3;category_digest=59f764422e2fae7f37da0f519161cfe6cd636cb177bcb6d6a94dbd7f73be3315	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0051FB78	0x0051FBDE	0x0011EF78	0x0011EFDE	2866e16b2045cbf2a81cd481ad5e161da0d4d47c0e82ff1f7a7740476ff2a941	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=target_presentation;file=0x0011EFC2;call_sha256=a5a00162e17b55f48b013932726fe491dddccd33b52b473220db2eba7ce42e39;site=0x0051FBC2;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	a7b23e004fb47b3450942d22e957939d6227f53d050942f4ee860bca11da8414	PF_ATTR_ROLE_DISCRIMINATOR.tsv:TARGETVITAL_RELATION_KIND@4cd0f3fbfa5ef9e7a44abcebdd78f3960df27f4edf40c741db0089cc26ef2048	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	f5bc4aa98d44bd92b432e67c793447677e8819d3270e8c80c14e38d8ac9282f9	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	1dce35c72328c487459e2847c779b504a3b5f4f5250e59d6249b4e64dc05a7ed	f600837afa024329021f9f14f41ec25701d554a4944d368383c50f3d0cf8b0d9
ARIG-IMG-023	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x005213A5	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x005213A5 resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00521384	0x005213FA	0x00120784	0x001207FA	dcb4c6fab0aa89aa0f387e2da9a32f7db8118d52ee0ff366a7e8fded0a7c6872	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x001207A5;call_sha256=c9f004a6e58db4677903bb8822a8cdf035093081a3fd827a24ec0a0f5648dce8;site=0x005213A5;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	cd699236b14a4e5819fc1d42b2dbba13c68fda6877bcab95b267303b492a232b	PF_ATTR_ROLE_DISCRIMINATOR.tsv:RELATION_FALSE_ENEMY_TARGET@999e42753f0aaef474f037f7d3762d84463f0904a7d8795d819a5d506d48a40b	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	b6f7f71d87b6031d151ad7eeea93d8f7931e6615c36f48cc07edfa9198528c27	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	399d80e54ce79124a6e6ec828895b374701a972619a78e26321d6b85592861e4	d8a44c0b855e418668b2e1a6d7c1d03ae167cbe946eded80b2af29ea586ebb21
ARIG-IMG-024	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x00521D1D	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x00521D1D resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00521CF8	0x00521D41	0x001210F8	0x00121141	391dbf8f3ac07da119fc8a25072b18f8cea960b83eead998f79d6a252b83db69	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x0012111D;call_sha256=d7def133cf26d08d729ffb1cf4aa92fbeb0e85c254877a1f1ecfa4c5bf2b8d95;site=0x00521D1D;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	9753f12ca6044c6cb02a469e63fd6a4f4e33b79037dffe05e197aaece2714489	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	251b15c1a57cce31be2b88e8d67e36a191ad05dcd3b03e0f777ddd7d6d05f30a	4da16682ae578fb4fb91ffbc328ee863e72878ac9564458fc9dadaa463295f8e
ARIG-IMG-025	RELATION_CALLSITE_ENEMY_TARGET_TARGET_STATE	relation_callsite_0x00522AEB	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x00522AEB resolves to 0x0043C380	The decoder-validated call is in a bounded enemy-target or target-state surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=enemy_target_target_state;category_count=10;category_digest=d05aaef9d22f04636012c8d84b5502f5e2de5f1910f3914073a39cb3770859b0	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x00522AC6	0x00522B1E	0x00121EC6	0x00121F1E	8ada1d461b262bd988415a824e38694e3720a02ecd2110fc54582d0f0e18df52	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=enemy_target_target_state;file=0x00121EEB;call_sha256=9666033096c875d830c32d95e4d9b600ff3cd75543ce91731a85123fec3d908c;site=0x00522AEB;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	55cbf452f13826dc25ae7ab8d295844a85bcbee1782b99eb07c2f4ad8bc9f310	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	e1c317f9c2703c7242810235e7830f900c569745af9c0af42dfcfde31f7a41f0	3663fc760dba9a54301a31ff8d07511591e18830d662f345bc7bd9d7e5306a11
ARIG-IMG-026	RELATION_CALLSITE_TARGET_PRESENTATION	relation_callsite_0x00523554	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x00523554 resolves to 0x0043C380	The decoder-validated call is in a bounded target-presentation surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=target_presentation;category_count=3;category_digest=59f764422e2fae7f37da0f519161cfe6cd636cb177bcb6d6a94dbd7f73be3315	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0052350A	0x00523570	0x0012290A	0x00122970	b9a6b510b1081c273dc4674b9af5a6cfbe4b1c02f987f9e4142979225d399b9d	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=target_presentation;file=0x00122954;call_sha256=81d197ba84c6e3f6f6c5cd984db59065850fb40704aed18a6fc90585e4bfc5ce;site=0x00523554;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	820708a9f0ff864d4db1d4b006d1896b0a8942753be593f3d80c7c4df278460e	PF_ATTR_ROLE_DISCRIMINATOR.tsv:TARGETVITAL_RELATION_KIND@4cd0f3fbfa5ef9e7a44abcebdd78f3960df27f4edf40c741db0089cc26ef2048	3e8d99dd9fd9c8717e27d3ec8d43e2599a6037fc366e58637aff3a5cc8d5ec73	f5bc4aa98d44bd92b432e67c793447677e8819d3270e8c80c14e38d8ac9282f9	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	175b2218c963c1ea19aa473d27313c3ba880e01579168df25b37d28a3c0a0cb6	c542201cf81ea7af42a6c1a169d1218509567c8137b6fb723b83cce9f61dcdcf
ARIG-IMG-027	RELATION_CALLSITE_UNRESOLVED	relation_callsite_0x005359A2	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x005359A2 resolves to 0x0043C380	The decoder-validated call has no safe named surrounding-output family in this bounded audit and remains UNRESOLVED.	UNRESOLVED	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=unresolved;category_count=11;category_digest=f5a7c13a186b7f68dd854918a82a4d686454c868b13104cd85e20fc518250318	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x0053595C	0x00535C04	0x00134D5C	0x00135004	85b673da335d2e6e3c30ef7613976cfafe432bc3056bc3f61a5e96913090298a	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=unresolved;file=0x00134DA2;call_sha256=bf9f343900045e79222051391150dda89013f52e2b702c4f5b22ef9aca0e841e;site=0x005359A2;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	34d4a43502da56f7f9502731eead5097c15793607782d94371a514573f325d35	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Typed receiver and downstream result remain unresolved.	PROPOSED: Exact typed receiver plus downstream consumer proof for this site.	4838a89369123fc0678ec6872bef1fde4a6f6fe8e1dea4b332d7466b650702e2	d2b69181e8e039be85bf12664dce021ab3cd82caf8aa4b651f7d812b72b875a0
ARIG-IMG-028	RELATION_CALLSITE_COLOR_STYLE	relation_callsite_0x005BC3F3	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x005BC3F3 resolves to 0x0043C380	The decoder-validated call is in a bounded color/style/nameboard surrounding-output family.	PROVEN_ROLE_ONLY	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=color_style;category_count=3;category_digest=9ce1579e3b11608ee9a4a7033be9df5233e1a4620f5253579e9df43cea0050b7	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x005BC3DA	0x005BC4DA	0x001BB7DA	0x001BB8DA	fc454d3202c127cfe401eb98b33952f6736a24f6b08f56ed2829306c4dc81b8e	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=color_style;file=0x001BB7F3;call_sha256=f4a22b5566589ac38d04efc04a5de1d0e288969ced17effc3a1cd892d6f0e089;site=0x005BC3F3;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	f2cc8fb0e032f4cc6fd0c7e7a6165147dddb0f56aa4012bc12c3d212d17b0c47	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Original-server input assignment and per-call runtime branch remain open.	PROPOSED: Source-separated runtime branch/input evidence only if original policy is required.	d4afcf809bbb6f07cd7f0d137a60169cd66c59ebee99b6f1ffe81d93675a4f35	5ebcfe4d18ff74d3fab3b2e3ab038e871812e9b50f0b589f082df61279b5c10d
ARIG-IMG-029	RELATION_CALLSITE_UNRESOLVED	relation_callsite_0x005CB04F	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x005CB04F resolves to 0x0043C380	The decoder-validated call has no safe named surrounding-output family in this bounded audit and remains UNRESOLVED.	UNRESOLVED	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=unresolved;category_count=11;category_digest=f5a7c13a186b7f68dd854918a82a4d686454c868b13104cd85e20fc518250318	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x005CB03A	0x005CB0DC	0x001CA43A	0x001CA4DC	b3053a15c716963f27d4348ef93abe9123c05a0d8065d48f4e9dcfc792e6b7fd	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=unresolved;file=0x001CA44F;call_sha256=3046b50c20beef5a67f4681a800162924e9656870fad5bb3b22e019ad64d9cee;site=0x005CB04F;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	2d8534351831df097bf449cb22ee91f764c259efec853e5bfaa00eedf1e8b0cb	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Typed receiver and downstream result remain unresolved.	PROPOSED: Exact typed receiver plus downstream consumer proof for this site.	0849c2ecd92df00bccbeb92ae11474f4d7861c89cf57c29b11fee641b4c94072	e223af3a2d2446382416bcb64747fe3a15b4ea4f844797fa5bc9dbb2c671037a
ARIG-IMG-030	RELATION_CALLSITE_UNRESOLVED	relation_callsite_0x005CB3CA	STATIC_NATIVE	UNKNOWN	instruction-start E8 call at 0x005CB3CA resolves to 0x0043C380	The decoder-validated call has no safe named surrounding-output family in this bounded audit and remains UNRESOLVED.	UNRESOLVED	MEASURED	Whole file-backed executable-section E8+rel32 byte-pattern census followed by an actual Capstone 5.0.6 x86-32 skipdata linear sweep anchored at .text 0x00401000 proves the call boundary/target. An independent manual static-disassembly review of this exact pinned local window assigns only the bounded surrounding-output family; the generator revalidates the reviewed exact per-key category map and partition digest but does not infer the family name. Site and partition digests are SHA256 of ASCII lines joined by LF with one terminal LF.	decoder=capstone-5.0.6;decoder_mode=x86-32;decoder_anchor=0x00401000;skipdata=1;all_count=31;classification=independent_manual_static_review;partition_digest=cb7fba008530670622f2babe15c92a2ae7485c658ce4a1b80076b04483e32b87;category=unresolved;category_count=11;category_digest=f5a7c13a186b7f68dd854918a82a4d686454c868b13104cd85e20fc518250318	Direct E8 sites and the named bounded local output family only; no CFG/runtime reachability or completeness for indirect, dynamic, alias, or tail-call routes.	0x005CB3C9	0x005CB46D	0x001CA7C9	0x001CA86D	eaf7752a7ef9545634154b08e13e201dfa664eb02bf1c9a383a1d761dd3244f7	relation_predicate=VA:0x0043C380..0x0043C63C@file:0x0003B780..0x0003BA3C@sha256:1d99f8557252742914c4f7358853aac06f0b54603f78a4b4d073aaea2afcbd89	1	category=unresolved;file=0x001CA7CA;call_sha256=5fbf85bcf12ee1f8d5ba4ad1ab5c82a633cb529b080dbcd1789939bab3cb9f17;site=0x005CB3CA;size=5;opcode=E8;target=0x0043C380;decoder=capstone-5.0.6;mode=x86-32;anchor=0x00401000;skipdata=1	dec2e28336cccff21f957a3ef272cf9bf4992755cbffe5e71629f25dcee560d6	PF_MONSTER_COLOR_MECHANISM_JOIN.tsv:MCMJ-IMG-004@6c5d1647a4ab5d48f53802b77739ac1ab7743523bf3e891b2892afcdeaaeb86f	dfaf5f31380c3ce6a0cfffd6b8778e1a28154b6438f5f404067b402c3d324190	4dbc857ea37aed46f9afb44cb3e718c496d0635f4ee95f06491c3c744e9764af	IMAGE	PF_ROOT://GameClient/GameClient.local.bin	14759424	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	The category is not a relation-domain or actor-role label and does not name true/false as NPC, monster, friendly, hostile, talkable, or attackable.	Typed receiver and downstream result remain unresolved.	PROPOSED: Exact typed receiver plus downstream consumer proof for this site.	a167bd1c70fdee1782722d932a471af8a99ed949d2d3224784f606d5c4abd808	ba0919197b6e802c6aad87fa6a54dcff589e0aa4b8048da22552ceed41536649
